Quê quán,Tuổi tác,Giới tính,Nghề nghiệp,Thu nhập (triệu),Ngân sách thuê nhà (triệu),Thói quen sinh hoạt,Yêu cầu tiện nghi,Địa điểm mục tiêu,Khu vực mong muốn,Diện tích (m2),Số phòng
Hải Phòng,23,Nữ,Công nhân,13,3,Không quan trọng,"['Chỗ để xe', 'Bếp', 'An ninh tốt', 'Nội thất sẵn']","{'Latitude': 17.798275, 'Longitude': 106.296839}",Thạch Thất,19,2
Lào Cai,34,Nữ,Nhân viên văn phòng,15,1,Không quan trọng,['An ninh tốt'],"{'Latitude': 8.416838, 'Longitude': 108.322796}",Ba Đình,31,4
Bắc Giang,24,Nam,Freelancer,19,5,Thích yên tĩnh,['Nhà vệ sinh riêng'],"{'Latitude': 17.917172, 'Longitude': 108.146798}",Hà Đông,12,4
Lai Châu,32,Nữ,Phục vụ,18,5,Nuôi thú cưng,['Nhà vệ sinh riêng'],"{'Latitude': 10.533812, 'Longitude': 104.757729}",Đông Anh,17,4
Quảng Ninh,18,Nữ,Sinh viên,4,2,Nuôi thú cưng,"['An ninh tốt', 'Nội thất sẵn', 'Nhà vệ sinh riêng']","{'Latitude': 19.549567, 'Longitude': 102.363418}",Hoàn Kiếm,38,1
Tuyên Quang,20,Nam,Sinh viên,0,4,Thích yên tĩnh,['Máy lạnh'],"{'Latitude': 16.090083, 'Longitude': 104.219707}",Ba Đình,29,4
Thái Nguyên,28,Nữ,Phục vụ,12,2,Không quan trọng,['Chỗ để xe'],"{'Latitude': 23.274667, 'Longitude': 109.045158}",Hoàng Mai,13,2
Lạng Sơn,27,Nam,Nhân viên văn phòng,20,1,Thích yên tĩnh,['Nhà vệ sinh riêng'],"{'Latitude': 19.454083, 'Longitude': 103.712618}",Hà Đông,44,1
Thái Nguyên,19,Nữ,Sinh viên,4,5,Nuôi thú cưng,['Bếp'],"{'Latitude': 14.065373, 'Longitude': 105.191873}",Chương Mỹ,18,1
Hải Dương,33,Nữ,Kỹ sư,16,2,Thích yên tĩnh,"['Bếp', 'An ninh tốt']","{'Latitude': 9.591203, 'Longitude': 108.995889}",Quốc Oai,47,4
Hòa Bình,35,Nam,Nhân viên văn phòng,8,1,Không quan trọng,['An ninh tốt'],"{'Latitude': 12.730135, 'Longitude': 103.52669}",Chương Mỹ,24,1
Phú Thọ,20,Nam,Sinh viên,7,2,Thích yên tĩnh,['Nội thất sẵn'],"{'Latitude': 14.654157, 'Longitude': 109.159526}",Hoàng Mai,37,2
Hải Dương,32,Nữ,Phục vụ,19,1,Không quan trọng,['Máy lạnh'],"{'Latitude': 13.760389, 'Longitude': 109.094861}",Thanh Xuân,40,3
Quảng Ninh,21,Nam,Sinh viên,1,2,Thích yên tĩnh,"['An ninh tốt', 'Chỗ để xe']","{'Latitude': 8.844746, 'Longitude': 108.875615}",Long Biên,50,3
Phú Thọ,35,Nam,Công nhân,19,1,Nuôi thú cưng,"['Bếp', 'Máy lạnh', 'Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 20.871287, 'Longitude': 106.442476}",Đông Anh,15,4
Lào Cai,30,Nữ,Freelancer,8,1,Thích yên tĩnh,"['Máy lạnh', 'An ninh tốt', 'Bếp']","{'Latitude': 14.783679, 'Longitude': 107.014092}",Đan Phượng,21,3
Phú Thọ,24,Nam,Phục vụ,7,2,Không quan trọng,['Máy lạnh'],"{'Latitude': 12.70417, 'Longitude': 108.47195}",Hà Đông,12,4
Bắc Giang,26,Nữ,Phục vụ,15,3,Không quan trọng,['An ninh tốt'],"{'Latitude': 12.404815, 'Longitude': 108.210844}",Phúc Thọ,27,1
Bắc Kạn,23,Nam,Phục vụ,10,3,Nuôi thú cưng,"['Nội thất sẵn', 'Nhà vệ sinh riêng']","{'Latitude': 18.704192, 'Longitude': 106.075116}",Hoàn Kiếm,29,2
Hải Phòng,19,Nữ,Sinh viên,6,2,Nuôi thú cưng,"['Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 23.204362, 'Longitude': 102.991051}",Phúc Thọ,33,3
Yên Bái,32,Nam,Nhân viên văn phòng,17,4,Thích yên tĩnh,"['Nội thất sẵn', 'Bếp']","{'Latitude': 10.695369, 'Longitude': 105.157715}",Thanh Trì,46,3
Bắc Giang,31,Nam,Công nhân,19,5,Không quan trọng,['Nhà vệ sinh riêng'],"{'Latitude': 18.700826, 'Longitude': 107.802017}",Tây Hồ,11,4
Điện Biên,32,Nam,Nhân viên văn phòng,20,4,Nuôi thú cưng,"['Nội thất sẵn', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 22.796129, 'Longitude': 108.754633}",Tây Hồ,44,2
Lai Châu,18,Nam,Sinh viên,10,3,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Nội thất sẵn', 'An ninh tốt']","{'Latitude': 15.607624, 'Longitude': 104.674969}",Phú Xuyên,20,2
Hà Nam,23,Nữ,Kỹ sư,16,3,Không quan trọng,"['Nội thất sẵn', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 11.555139, 'Longitude': 107.381813}",Đan Phượng,14,3
Thái Nguyên,33,Nam,Kỹ sư,15,2,Không quan trọng,"['An ninh tốt', 'Nội thất sẵn']","{'Latitude': 9.464255, 'Longitude': 105.439431}",Đông Anh,35,3
Quảng Ninh,22,Nữ,Sinh viên,8,4,Thích yên tĩnh,"['Nội thất sẵn', 'Bếp']","{'Latitude': 20.975805, 'Longitude': 103.197869}",Tây Hồ,32,3
Hà Nội,26,Nam,Freelancer,5,5,Nuôi thú cưng,"['An ninh tốt', 'Nội thất sẵn', 'Bếp', 'Chỗ để xe']","{'Latitude': 17.031853, 'Longitude': 105.709625}",Hoài Đức,47,2
Thái Nguyên,23,Nam,Phục vụ,11,5,Thích yên tĩnh,"['Chỗ để xe', 'Nhà vệ sinh riêng', 'An ninh tốt', 'Bếp']","{'Latitude': 9.843691, 'Longitude': 106.679718}",Long Biên,24,4
Hà Nội,27,Nữ,Phục vụ,9,3,Thích yên tĩnh,"['Chỗ để xe', 'Bếp']","{'Latitude': 10.866482, 'Longitude': 109.369262}",Bắc Từ Liêm,10,2
Sơn La,34,Nam,Nhân viên văn phòng,19,1,Nuôi thú cưng,"['Chỗ để xe', 'Nội thất sẵn', 'An ninh tốt']","{'Latitude': 10.72619, 'Longitude': 103.855558}",Ứng Hòa,28,2
Hưng Yên,19,Nữ,Sinh viên,9,3,Thích yên tĩnh,"['Chỗ để xe', 'Nhà vệ sinh riêng', 'Máy lạnh']","{'Latitude': 21.150146, 'Longitude': 104.167474}",Phú Xuyên,37,4
Hải Dương,29,Nam,Phục vụ,7,2,Không quan trọng,['Nhà vệ sinh riêng'],"{'Latitude': 13.711509, 'Longitude': 106.721839}",Đông Anh,43,3
Hà Giang,29,Nam,Công nhân,19,4,Thích yên tĩnh,"['An ninh tốt', 'Nội thất sẵn', 'Chỗ để xe']","{'Latitude': 10.975994, 'Longitude': 106.014683}",Hai Bà Trưng,46,4
Nam Định,28,Nữ,Phục vụ,10,2,Không quan trọng,['Nhà vệ sinh riêng'],"{'Latitude': 22.794895, 'Longitude': 107.934321}",Sóc Sơn,22,2
Hà Giang,28,Nữ,Phục vụ,8,3,Thích yên tĩnh,"['Chỗ để xe', 'Máy lạnh', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 11.275786, 'Longitude': 107.787029}",Chương Mỹ,43,1
Sơn La,18,Nữ,Sinh viên,4,5,Không quan trọng,"['Nhà vệ sinh riêng', 'Bếp', 'An ninh tốt']","{'Latitude': 9.567034, 'Longitude': 103.71194}",Mỹ Đức,30,2
Hà Nội,35,Nam,Freelancer,6,3,Thích yên tĩnh,"['Máy lạnh', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 16.81021, 'Longitude': 108.244299}",Đông Anh,39,4
Yên Bái,33,Nữ,Freelancer,19,3,Thích yên tĩnh,"['Bếp', 'Máy lạnh', 'An ninh tốt', 'Chỗ để xe']","{'Latitude': 14.506718, 'Longitude': 104.382147}",Hoài Đức,11,4
Hà Nội,28,Nam,Freelancer,5,3,Nuôi thú cưng,"['Chỗ để xe', 'Nội thất sẵn']","{'Latitude': 22.05995, 'Longitude': 108.481775}",Hoàn Kiếm,32,2
Lào Cai,30,Nam,Công nhân,8,1,Không quan trọng,"['Máy lạnh', 'Nội thất sẵn', 'An ninh tốt', 'Chỗ để xe']","{'Latitude': 10.364945, 'Longitude': 103.862062}",Cầu Giấy,48,4
Lai Châu,25,Nữ,Freelancer,17,5,Không quan trọng,"['Bếp', 'Nội thất sẵn']","{'Latitude': 14.906157, 'Longitude': 102.532844}",Thanh Trì,21,2
Hà Nam,30,Nữ,Nhân viên văn phòng,6,3,Thích yên tĩnh,"['Máy lạnh', 'Bếp', 'Chỗ để xe', 'An ninh tốt']","{'Latitude': 21.073235, 'Longitude': 103.968397}",Cầu Giấy,17,4
Phú Thọ,29,Nữ,Kỹ sư,15,3,Nuôi thú cưng,"['Chỗ để xe', 'Máy lạnh']","{'Latitude': 11.065609, 'Longitude': 106.62952}",Đông Anh,21,3
Hưng Yên,24,Nữ,Công nhân,7,3,Thích yên tĩnh,"['An ninh tốt', 'Nội thất sẵn']","{'Latitude': 11.70843, 'Longitude': 109.433399}",Đống Đa,41,1
Tuyên Quang,27,Nam,Kỹ sư,8,3,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Bếp', 'Máy lạnh', 'An ninh tốt']","{'Latitude': 22.424369, 'Longitude': 102.833896}",Hoài Đức,11,1
Ninh Bình,35,Nữ,Công nhân,8,1,Thích yên tĩnh,"['Nội thất sẵn', 'Máy lạnh']","{'Latitude': 10.023921, 'Longitude': 102.306515}",Hà Đông,29,1
Bắc Ninh,28,Nữ,Công nhân,20,4,Nuôi thú cưng,"['Chỗ để xe', 'Nội thất sẵn']","{'Latitude': 9.172547, 'Longitude': 103.677453}",Chương Mỹ,34,4
Lạng Sơn,33,Nam,Phục vụ,13,5,Nuôi thú cưng,"['Máy lạnh', 'Nội thất sẵn', 'Chỗ để xe']","{'Latitude': 23.073659, 'Longitude': 107.530653}",Hoàng Mai,44,3
Bắc Ninh,31,Nam,Kỹ sư,6,5,Không quan trọng,"['Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 8.790859, 'Longitude': 109.350731}",Hoài Đức,42,4
Sơn La,18,Nữ,Sinh viên,3,3,Thích yên tĩnh,"['An ninh tốt', 'Máy lạnh']","{'Latitude': 21.130248, 'Longitude': 103.987359}",Hoàng Mai,44,4
Bắc Giang,31,Nữ,Freelancer,14,2,Không quan trọng,['An ninh tốt'],"{'Latitude': 19.007916, 'Longitude': 106.923143}",Thanh Oai,48,3
Thái Nguyên,35,Nam,Kỹ sư,8,3,Không quan trọng,"['Máy lạnh', 'Nội thất sẵn', 'Bếp', 'An ninh tốt']","{'Latitude': 13.836142, 'Longitude': 108.02538}",Ứng Hòa,13,4
Nam Định,20,Nữ,Sinh viên,4,3,Không quan trọng,"['Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 13.157056, 'Longitude': 107.40513}",Chương Mỹ,17,4
Lào Cai,35,Nam,Công nhân,12,5,Không quan trọng,"['Bếp', 'An ninh tốt', 'Nội thất sẵn', 'Nhà vệ sinh riêng']","{'Latitude': 18.887912, 'Longitude': 103.739021}",Long Biên,33,3
Hà Nam,23,Nam,Nhân viên văn phòng,15,2,Thích yên tĩnh,"['Nội thất sẵn', 'Bếp', 'Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 21.532091, 'Longitude': 102.402196}",Tây Hồ,47,4
Sơn La,31,Nam,Phục vụ,20,5,Nuôi thú cưng,['Máy lạnh'],"{'Latitude': 16.793375, 'Longitude': 104.902006}",Phúc Thọ,20,1
Bắc Kạn,21,Nam,Sinh viên,10,3,Không quan trọng,['Bếp'],"{'Latitude': 11.252929, 'Longitude': 107.686475}",Thạch Thất,45,4
Hải Phòng,26,Nữ,Phục vụ,20,2,Không quan trọng,"['Chỗ để xe', 'Nhà vệ sinh riêng', 'Bếp']","{'Latitude': 14.949935, 'Longitude': 103.198245}",Sóc Sơn,22,2
Nam Định,26,Nữ,Kỹ sư,12,3,Không quan trọng,"['Chỗ để xe', 'Nhà vệ sinh riêng', 'Máy lạnh', 'Bếp']","{'Latitude': 16.199183, 'Longitude': 103.822892}",Mỹ Đức,24,4
Lai Châu,25,Nam,Phục vụ,18,3,Nuôi thú cưng,"['Bếp', 'Máy lạnh', 'An ninh tốt']","{'Latitude': 8.525312, 'Longitude': 107.037492}",Hoài Đức,36,4
Thái Nguyên,27,Nữ,Kỹ sư,13,3,Không quan trọng,"['Máy lạnh', 'Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 18.857297, 'Longitude': 103.713271}",Thanh Oai,14,4
Bắc Ninh,27,Nam,Kỹ sư,8,5,Không quan trọng,['Bếp'],"{'Latitude': 9.329346, 'Longitude': 105.673164}",Hoàn Kiếm,23,2
Hưng Yên,19,Nam,Sinh viên,10,2,Nuôi thú cưng,['An ninh tốt'],"{'Latitude': 10.412674, 'Longitude': 105.396297}",Long Biên,43,1
Cao Bằng,31,Nữ,Nhân viên văn phòng,13,4,Thích yên tĩnh,"['Chỗ để xe', 'Nội thất sẵn']","{'Latitude': 19.378264, 'Longitude': 108.796348}",Thanh Xuân,18,1
Thái Bình,32,Nữ,Nhân viên văn phòng,11,3,Thích yên tĩnh,"['Bếp', 'An ninh tốt']","{'Latitude': 14.470739, 'Longitude': 106.833935}",Thanh Xuân,26,3
Hải Dương,34,Nam,Phục vụ,14,5,Nuôi thú cưng,"['Nội thất sẵn', 'Chỗ để xe', 'Nhà vệ sinh riêng']","{'Latitude': 8.342224, 'Longitude': 108.107293}",Chương Mỹ,22,1
Lạng Sơn,23,Nữ,Nhân viên văn phòng,18,1,Nuôi thú cưng,"['Bếp', 'Máy lạnh', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 10.892329, 'Longitude': 106.597598}",Mỹ Đức,10,2
Ninh Bình,27,Nam,Freelancer,19,3,Nuôi thú cưng,"['Chỗ để xe', 'Máy lạnh', 'Nội thất sẵn']","{'Latitude': 9.793782, 'Longitude': 103.466808}",Sóc Sơn,36,1
Hải Phòng,35,Nam,Kỹ sư,7,5,Không quan trọng,"['Bếp', 'Máy lạnh', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 21.642246, 'Longitude': 107.393769}",Long Biên,18,3
Lai Châu,26,Nữ,Nhân viên văn phòng,14,4,Không quan trọng,"['Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 16.982002, 'Longitude': 107.359356}",Long Biên,25,2
Cao Bằng,34,Nữ,Phục vụ,20,1,Không quan trọng,"['Chỗ để xe', 'An ninh tốt']","{'Latitude': 16.371548, 'Longitude': 107.278699}",Ứng Hòa,33,3
Yên Bái,23,Nam,Phục vụ,9,1,Không quan trọng,"['Máy lạnh', 'Bếp', 'Nội thất sẵn']","{'Latitude': 18.475377, 'Longitude': 103.008724}",Ứng Hòa,20,4
Bắc Giang,23,Nữ,Phục vụ,17,1,Không quan trọng,"['Chỗ để xe', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 9.796168, 'Longitude': 107.980999}",Đống Đa,49,1
Phú Thọ,20,Nữ,Sinh viên,5,5,Không quan trọng,"['Máy lạnh', 'Bếp', 'Chỗ để xe']","{'Latitude': 9.488143, 'Longitude': 108.885798}",Phú Xuyên,48,3
Hải Phòng,29,Nữ,Freelancer,14,5,Nuôi thú cưng,['Nhà vệ sinh riêng'],"{'Latitude': 12.242821, 'Longitude': 108.861619}",Đông Anh,14,3
Sơn La,28,Nữ,Công nhân,15,1,Không quan trọng,"['An ninh tốt', 'Nội thất sẵn']","{'Latitude': 12.283233, 'Longitude': 107.207394}",Ba Vì,33,2
Hải Phòng,22,Nữ,Sinh viên,7,4,Không quan trọng,"['Bếp', 'An ninh tốt']","{'Latitude': 23.083457, 'Longitude': 106.915484}",Hoài Đức,15,3
Hà Nam,28,Nam,Công nhân,16,1,Không quan trọng,['Nhà vệ sinh riêng'],"{'Latitude': 22.417016, 'Longitude': 102.907539}",Ứng Hòa,31,1
Ninh Bình,27,Nữ,Nhân viên văn phòng,5,5,Không quan trọng,"['Chỗ để xe', 'Máy lạnh', 'Nội thất sẵn', 'Bếp']","{'Latitude': 10.298169, 'Longitude': 106.644662}",Thanh Xuân,19,2
Quảng Ninh,25,Nam,Kỹ sư,13,3,Thích yên tĩnh,['Nội thất sẵn'],"{'Latitude': 20.786584, 'Longitude': 105.571301}",Bắc Từ Liêm,41,3
Hà Nội,30,Nữ,Kỹ sư,12,4,Nuôi thú cưng,['Bếp'],"{'Latitude': 16.237291, 'Longitude': 108.229551}",Gia Lâm,42,3
Hưng Yên,26,Nữ,Nhân viên văn phòng,13,3,Không quan trọng,"['Bếp', 'An ninh tốt']","{'Latitude': 8.466355, 'Longitude': 108.517561}",Ba Vì,31,1
Ninh Bình,22,Nam,Sinh viên,0,5,Thích yên tĩnh,"['An ninh tốt', 'Máy lạnh']","{'Latitude': 10.403888, 'Longitude': 109.313925}",Tây Hồ,25,1
Thái Nguyên,27,Nữ,Phục vụ,13,4,Nuôi thú cưng,"['Máy lạnh', 'Nhà vệ sinh riêng', 'Chỗ để xe', 'Bếp']","{'Latitude': 17.805277, 'Longitude': 102.497104}",Thường Tín,42,1
Hà Nội,32,Nữ,Nhân viên văn phòng,11,5,Nuôi thú cưng,"['Chỗ để xe', 'Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 10.425478, 'Longitude': 106.566909}",Thường Tín,28,3
Nam Định,26,Nam,Freelancer,12,1,Thích yên tĩnh,"['Bếp', 'Chỗ để xe', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 13.899636, 'Longitude': 109.326389}",Thường Tín,46,4
Vĩnh Phúc,29,Nam,Công nhân,10,2,Thích yên tĩnh,['An ninh tốt'],"{'Latitude': 18.710144, 'Longitude': 102.184436}",Bắc Từ Liêm,44,1
Hải Dương,34,Nam,Phục vụ,17,2,Không quan trọng,"['Chỗ để xe', 'Nội thất sẵn']","{'Latitude': 14.692915, 'Longitude': 105.738274}",Ba Đình,41,3
Quảng Ninh,35,Nam,Kỹ sư,6,3,Nuôi thú cưng,"['Nội thất sẵn', 'Nhà vệ sinh riêng', 'An ninh tốt', 'Bếp']","{'Latitude': 20.636894, 'Longitude': 105.174141}",Hai Bà Trưng,34,4
Lai Châu,27,Nữ,Nhân viên văn phòng,5,1,Không quan trọng,"['Máy lạnh', 'Nhà vệ sinh riêng']","{'Latitude': 23.010293, 'Longitude': 104.200221}",Chương Mỹ,23,2
Hải Dương,32,Nữ,Phục vụ,8,4,Nuôi thú cưng,"['An ninh tốt', 'Bếp', 'Máy lạnh']","{'Latitude': 13.945273, 'Longitude': 108.512715}",Hai Bà Trưng,31,3
Vĩnh Phúc,23,Nam,Kỹ sư,6,4,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Chỗ để xe', 'An ninh tốt', 'Máy lạnh']","{'Latitude': 16.883307, 'Longitude': 106.468364}",Phú Xuyên,49,3
Hải Dương,32,Nữ,Kỹ sư,17,1,Nuôi thú cưng,['Nội thất sẵn'],"{'Latitude': 16.353913, 'Longitude': 107.115588}",Đan Phượng,23,3
Cao Bằng,27,Nam,Kỹ sư,18,3,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Bếp', 'Chỗ để xe']","{'Latitude': 19.319548, 'Longitude': 103.613731}",Thanh Trì,32,2
Hà Nội,22,Nam,Sinh viên,1,2,Thích yên tĩnh,"['An ninh tốt', 'Chỗ để xe', 'Máy lạnh', 'Bếp']","{'Latitude': 22.580815, 'Longitude': 104.412458}",Đống Đa,50,3
Hà Nội,27,Nữ,Kỹ sư,16,5,Nuôi thú cưng,"['An ninh tốt', 'Nhà vệ sinh riêng', 'Máy lạnh']","{'Latitude': 11.605977, 'Longitude': 107.236349}",Cầu Giấy,46,1
Bắc Giang,34,Nam,Nhân viên văn phòng,16,4,Nuôi thú cưng,['An ninh tốt'],"{'Latitude': 17.118346, 'Longitude': 109.396669}",Nam Từ Liêm,18,3
Điện Biên,24,Nam,Phục vụ,5,1,Nuôi thú cưng,"['Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 18.755479, 'Longitude': 105.62213}",Thường Tín,18,3
Điện Biên,35,Nữ,Nhân viên văn phòng,17,4,Thích yên tĩnh,"['An ninh tốt', 'Bếp']","{'Latitude': 17.915298, 'Longitude': 104.807551}",Cầu Giấy,20,3
Quảng Ninh,32,Nam,Nhân viên văn phòng,7,1,Nuôi thú cưng,['Nội thất sẵn'],"{'Latitude': 20.856445, 'Longitude': 104.769453}",Bắc Từ Liêm,26,1
Hưng Yên,32,Nữ,Freelancer,12,1,Không quan trọng,"['Máy lạnh', 'Chỗ để xe', 'Nhà vệ sinh riêng']","{'Latitude': 21.608596, 'Longitude': 104.989619}",Đan Phượng,30,2
Hòa Bình,24,Nam,Phục vụ,8,3,Không quan trọng,"['Máy lạnh', 'Bếp', 'Chỗ để xe', 'An ninh tốt']","{'Latitude': 18.560322, 'Longitude': 105.373694}",Phú Xuyên,26,1
Bắc Kạn,19,Nữ,Sinh viên,3,3,Nuôi thú cưng,"['An ninh tốt', 'Chỗ để xe', 'Máy lạnh']","{'Latitude': 22.971816, 'Longitude': 106.833492}",Chương Mỹ,41,4
Hà Giang,31,Nữ,Nhân viên văn phòng,9,4,Thích yên tĩnh,"['An ninh tốt', 'Nội thất sẵn', 'Máy lạnh']","{'Latitude': 15.532752, 'Longitude': 106.52505}",Ba Đình,21,4
Lai Châu,35,Nữ,Công nhân,7,4,Nuôi thú cưng,"['Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 18.617066, 'Longitude': 102.342205}",Thanh Trì,27,4
Bắc Giang,23,Nam,Công nhân,5,4,Nuôi thú cưng,['Máy lạnh'],"{'Latitude': 22.489041, 'Longitude': 107.434555}",Quốc Oai,16,3
Cao Bằng,26,Nữ,Freelancer,20,2,Thích yên tĩnh,['Chỗ để xe'],"{'Latitude': 14.857205, 'Longitude': 103.414892}",Ba Vì,31,1
Quảng Ninh,29,Nam,Công nhân,6,5,Không quan trọng,"['Chỗ để xe', 'Nội thất sẵn']","{'Latitude': 17.176733, 'Longitude': 107.472654}",Ứng Hòa,17,1
Phú Thọ,27,Nam,Công nhân,16,3,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Chỗ để xe', 'Nội thất sẵn', 'An ninh tốt']","{'Latitude': 21.112187, 'Longitude': 106.582202}",Cầu Giấy,12,4
Cao Bằng,26,Nữ,Kỹ sư,8,5,Không quan trọng,"['Máy lạnh', 'Nội thất sẵn', 'An ninh tốt', 'Chỗ để xe']","{'Latitude': 9.145669, 'Longitude': 103.51344}",Thanh Trì,40,2
Ninh Bình,33,Nam,Công nhân,10,2,Không quan trọng,"['Nội thất sẵn', 'Bếp']","{'Latitude': 12.602328, 'Longitude': 105.778824}",Hoài Đức,39,2
Thái Nguyên,29,Nam,Nhân viên văn phòng,7,2,Nuôi thú cưng,"['Máy lạnh', 'Bếp']","{'Latitude': 16.471421, 'Longitude': 106.206056}",Hai Bà Trưng,43,1
Bắc Ninh,30,Nam,Phục vụ,12,2,Thích yên tĩnh,['Nội thất sẵn'],"{'Latitude': 12.816018, 'Longitude': 105.977184}",Sóc Sơn,32,2
Hải Phòng,20,Nam,Sinh viên,6,4,Không quan trọng,['An ninh tốt'],"{'Latitude': 18.57016, 'Longitude': 106.972491}",Thanh Trì,40,1
Yên Bái,20,Nữ,Sinh viên,2,5,Thích yên tĩnh,"['Chỗ để xe', 'Máy lạnh', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 19.158979, 'Longitude': 103.039889}",Nam Từ Liêm,16,3
Lai Châu,34,Nam,Nhân viên văn phòng,6,4,Nuôi thú cưng,['Nội thất sẵn'],"{'Latitude': 17.845093, 'Longitude': 105.099214}",Nam Từ Liêm,34,3
Hòa Bình,19,Nam,Sinh viên,2,4,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 12.351424, 'Longitude': 109.00559}",Thạch Thất,18,4
Hà Giang,33,Nam,Phục vụ,10,4,Nuôi thú cưng,"['Nhà vệ sinh riêng', 'An ninh tốt']","{'Latitude': 19.436946, 'Longitude': 106.882646}",Đan Phượng,22,2
Cao Bằng,34,Nam,Freelancer,5,1,Thích yên tĩnh,"['Chỗ để xe', 'An ninh tốt', 'Nội thất sẵn']","{'Latitude': 13.996806, 'Longitude': 109.449476}",Phú Xuyên,24,1
Bắc Kạn,20,Nữ,Sinh viên,10,3,Thích yên tĩnh,['Máy lạnh'],"{'Latitude': 13.375173, 'Longitude': 108.875759}",Hai Bà Trưng,50,4
Bắc Giang,25,Nữ,Công nhân,9,3,Thích yên tĩnh,"['Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 12.960616, 'Longitude': 103.24002}",Hoài Đức,50,3
Ninh Bình,33,Nam,Kỹ sư,19,5,Nuôi thú cưng,"['Bếp', 'Nội thất sẵn', 'Nhà vệ sinh riêng', 'Máy lạnh']","{'Latitude': 16.206051, 'Longitude': 105.141376}",Quốc Oai,41,4
Hà Nội,23,Nữ,Nhân viên văn phòng,5,4,Không quan trọng,"['Nội thất sẵn', 'An ninh tốt']","{'Latitude': 9.564476, 'Longitude': 107.08828}",Cầu Giấy,44,2
Phú Thọ,34,Nữ,Kỹ sư,12,3,Nuôi thú cưng,['Bếp'],"{'Latitude': 12.715604, 'Longitude': 103.015631}",Sóc Sơn,11,1
Hà Nội,35,Nam,Freelancer,13,1,Không quan trọng,"['Bếp', 'Nhà vệ sinh riêng', 'An ninh tốt']","{'Latitude': 18.565725, 'Longitude': 105.322081}",Sơn Tây,25,2
Sơn La,28,Nam,Phục vụ,15,3,Thích yên tĩnh,['Nhà vệ sinh riêng'],"{'Latitude': 21.290099, 'Longitude': 108.512333}",Chương Mỹ,30,3
Ninh Bình,31,Nam,Freelancer,15,4,Thích yên tĩnh,"['Chỗ để xe', 'Bếp', 'Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 10.747912, 'Longitude': 107.10336}",Hà Đông,41,1
Bắc Giang,25,Nam,Kỹ sư,18,2,Không quan trọng,"['Bếp', 'Máy lạnh', 'Nhà vệ sinh riêng', 'An ninh tốt']","{'Latitude': 16.087273, 'Longitude': 103.81455}",Đan Phượng,24,1
Điện Biên,31,Nữ,Freelancer,18,4,Thích yên tĩnh,"['Bếp', 'Chỗ để xe', 'Nội thất sẵn']","{'Latitude': 18.027228, 'Longitude': 103.287353}",Thường Tín,46,2
Quảng Ninh,32,Nữ,Công nhân,12,4,Thích yên tĩnh,['An ninh tốt'],"{'Latitude': 19.592416, 'Longitude': 108.485595}",Bắc Từ Liêm,47,2
Hà Nội,25,Nữ,Kỹ sư,9,3,Không quan trọng,"['An ninh tốt', 'Máy lạnh']","{'Latitude': 16.953244, 'Longitude': 105.231765}",Cầu Giấy,29,4
Tuyên Quang,23,Nữ,Kỹ sư,18,1,Thích yên tĩnh,"['Nội thất sẵn', 'Nhà vệ sinh riêng', 'Bếp', 'Chỗ để xe']","{'Latitude': 12.515873, 'Longitude': 104.433012}",Thanh Trì,45,2
Yên Bái,24,Nam,Phục vụ,9,1,Thích yên tĩnh,['Bếp'],"{'Latitude': 15.600794, 'Longitude': 106.426256}",Sóc Sơn,30,1
Lào Cai,29,Nữ,Kỹ sư,20,2,Nuôi thú cưng,['Máy lạnh'],"{'Latitude': 16.871882, 'Longitude': 103.748578}",Đan Phượng,33,3
